Brand	CostPrice	CostPriceFrom	CostPriceInPoints	Description	Discount	Platform	PlatformProducts.0.Brand	PlatformProducts.0.Category	PlatformProducts.0.CostPrice	PlatformProducts.0.CostPriceFrom	PlatformProducts.0.CostPriceInPoints	PlatformProducts.0.Description	PlatformProducts.0.Discount	PlatformProducts.0.Platform	PlatformProducts.0.Sku	PlatformProducts.0.Url	PlatformProducts.0.Vendor	PlatformProducts.1.Brand	PlatformProducts.1.Category	PlatformProducts.1.CostPrice	PlatformProducts.1.CostPriceFrom	PlatformProducts.1.CostPriceInPoints	PlatformProducts.1.Description	PlatformProducts.1.Discount	PlatformProducts.1.Platform	PlatformProducts.1.Sku	PlatformProducts.1.Url	PlatformProducts.1.Vendor	PlatformProducts.10.Brand	PlatformProducts.10.Category	PlatformProducts.10.CostPrice	PlatformProducts.10.CostPriceFrom	PlatformProducts.10.CostPriceInPoints	PlatformProducts.10.Description	PlatformProducts.10.Discount	PlatformProducts.10.Platform	PlatformProducts.10.Sku	PlatformProducts.10.Url	PlatformProducts.10.Vendor	PlatformProducts.11.Brand	PlatformProducts.11.Category	PlatformProducts.11.CostPrice	PlatformProducts.11.CostPriceFrom	PlatformProducts.11.CostPriceInPoints	PlatformProducts.11.Description	PlatformProducts.11.Discount	PlatformProducts.11.Platform	PlatformProducts.11.Sku	PlatformProducts.11.Url	PlatformProducts.11.Vendor	PlatformProducts.12.Brand	PlatformProducts.12.Category	PlatformProducts.12.CostPrice	PlatformProducts.12.CostPriceFrom	PlatformProducts.12.CostPriceInPoints	PlatformProducts.12.Description	PlatformProducts.12.Discount	PlatformProducts.12.Platform	PlatformProducts.12.Sku	PlatformProducts.12.Url	PlatformProducts.12.Vendor	PlatformProducts.13.Brand	PlatformProducts.13.Category	PlatformProducts.13.CostPrice	PlatformProducts.13.CostPriceFrom	PlatformProducts.13.CostPriceInPoints	PlatformProducts.13.Description	PlatformProducts.13.Discount	PlatformProducts.13.Platform	PlatformProducts.13.Sku	PlatformProducts.13.Url	PlatformProducts.13.Vendor	PlatformProducts.14.Brand	PlatformProducts.14.Category	PlatformProducts.14.CostPrice	PlatformProducts.14.CostPriceFrom	PlatformProducts.14.CostPriceInPoints	PlatformProducts.14.Description	PlatformProducts.14.Discount	PlatformProducts.14.Platform	PlatformProducts.14.Sku	PlatformProducts.14.Url	PlatformProducts.14.Vendor	PlatformProducts.15.Brand	PlatformProducts.15.Category	PlatformProducts.15.CostPrice	PlatformProducts.15.CostPriceFrom	PlatformProducts.15.CostPriceInPoints	PlatformProducts.15.Description	PlatformProducts.15.Discount	PlatformProducts.15.Platform	PlatformProducts.15.Sku	PlatformProducts.15.Url	PlatformProducts.15.Vendor	PlatformProducts.16.Brand	PlatformProducts.16.Category	PlatformProducts.16.CostPrice	PlatformProducts.16.CostPriceFrom	PlatformProducts.16.CostPriceInPoints	PlatformProducts.16.Description	PlatformProducts.16.Discount	PlatformProducts.16.Platform	PlatformProducts.16.Sku	PlatformProducts.16.Url	PlatformProducts.16.Vendor	PlatformProducts.17.Brand	PlatformProducts.17.Category	PlatformProducts.17.CostPrice	PlatformProducts.17.CostPriceFrom	PlatformProducts.17.CostPriceInPoints	PlatformProducts.17.Description	PlatformProducts.17.Discount	PlatformProducts.17.Platform	PlatformProducts.17.Sku	PlatformProducts.17.Url	PlatformProducts.17.Vendor	PlatformProducts.18.Brand	PlatformProducts.18.Category	PlatformProducts.18.CostPrice	PlatformProducts.18.CostPriceFrom	PlatformProducts.18.CostPriceInPoints	PlatformProducts.18.Description	PlatformProducts.18.Discount	PlatformProducts.18.Platform	PlatformProducts.18.Sku	PlatformProducts.18.Url	PlatformProducts.18.Vendor	PlatformProducts.19.Brand	PlatformProducts.19.Category	PlatformProducts.19.CostPrice	PlatformProducts.19.CostPriceFrom	PlatformProducts.19.CostPriceInPoints	PlatformProducts.19.Description	PlatformProducts.19.Discount	PlatformProducts.19.Platform	PlatformProducts.19.Sku	PlatformProducts.19.Url	PlatformProducts.19.Vendor	PlatformProducts.2.Brand	PlatformProducts.2.Category	PlatformProducts.2.CostPrice	PlatformProducts.2.CostPriceFrom	PlatformProducts.2.CostPriceInPoints	PlatformProducts.2.Description	PlatformProducts.2.Discount	PlatformProducts.2.Platform	PlatformProducts.2.Sku	PlatformProducts.2.Url	PlatformProducts.2.Vendor	PlatformProducts.20.Brand	PlatformProducts.20.Category	PlatformProducts.20.CostPrice	PlatformProducts.20.CostPriceFrom	PlatformProducts.20.CostPriceInPoints	PlatformProducts.20.Description	PlatformProducts.20.Discount	PlatformProducts.20.Platform	PlatformProducts.20.Sku	PlatformProducts.20.Url	PlatformProducts.20.Vendor	PlatformProducts.21.Brand	PlatformProducts.21.Category	PlatformProducts.21.CostPrice	PlatformProducts.21.CostPriceFrom	PlatformProducts.21.CostPriceInPoints	PlatformProducts.21.Description	PlatformProducts.21.Discount	PlatformProducts.21.Platform	PlatformProducts.21.Sku	PlatformProducts.21.Url	PlatformProducts.21.Vendor	PlatformProducts.22.Brand	PlatformProducts.22.Category	PlatformProducts.22.CostPrice	PlatformProducts.22.CostPriceFrom	PlatformProducts.22.CostPriceInPoints	PlatformProducts.22.Description	PlatformProducts.22.Discount	PlatformProducts.22.Platform	PlatformProducts.22.Sku	PlatformProducts.22.Url	PlatformProducts.22.Vendor	PlatformProducts.23.Brand	PlatformProducts.23.Category	PlatformProducts.23.CostPrice	PlatformProducts.23.CostPriceFrom	PlatformProducts.23.CostPriceInPoints	PlatformProducts.23.Description	PlatformProducts.23.Discount	PlatformProducts.23.Platform	PlatformProducts.23.Sku	PlatformProducts.23.Url	PlatformProducts.23.Vendor	PlatformProducts.24.Brand	PlatformProducts.24.Category	PlatformProducts.24.CostPrice	PlatformProducts.24.CostPriceFrom	PlatformProducts.24.CostPriceInPoints	PlatformProducts.24.Description	PlatformProducts.24.Discount	PlatformProducts.24.Platform	PlatformProducts.24.Sku	PlatformProducts.24.Url	PlatformProducts.24.Vendor	PlatformProducts.25.Brand	PlatformProducts.25.Category	PlatformProducts.25.CostPrice	PlatformProducts.25.CostPriceFrom	PlatformProducts.25.CostPriceInPoints	PlatformProducts.25.Description	PlatformProducts.25.Discount	PlatformProducts.25.Platform	PlatformProducts.25.Sku	PlatformProducts.25.Url	PlatformProducts.25.Vendor	PlatformProducts.26.Brand	PlatformProducts.26.Category	PlatformProducts.26.CostPrice	PlatformProducts.26.CostPriceFrom	PlatformProducts.26.CostPriceInPoints	PlatformProducts.26.Description	PlatformProducts.26.Discount	PlatformProducts.26.Platform	PlatformProducts.26.Sku	PlatformProducts.26.Url	PlatformProducts.26.Vendor	PlatformProducts.27.Brand	PlatformProducts.27.Category	PlatformProducts.27.CostPrice	PlatformProducts.27.CostPriceFrom	PlatformProducts.27.CostPriceInPoints	PlatformProducts.27.Description	PlatformProducts.27.Discount	PlatformProducts.27.Platform	PlatformProducts.27.Sku	PlatformProducts.27.Url	PlatformProducts.27.Vendor	PlatformProducts.28.Brand	PlatformProducts.28.Category	PlatformProducts.28.CostPrice	PlatformProducts.28.CostPriceFrom	PlatformProducts.28.CostPriceInPoints	PlatformProducts.28.Description	PlatformProducts.28.Discount	PlatformProducts.28.Platform	PlatformProducts.28.Sku	PlatformProducts.28.Url	PlatformProducts.28.Vendor	PlatformProducts.29.Brand	PlatformProducts.29.Category	PlatformProducts.29.CostPrice	PlatformProducts.29.CostPriceFrom	PlatformProducts.29.CostPriceInPoints	PlatformProducts.29.Description	PlatformProducts.29.Discount	PlatformProducts.29.Platform	PlatformProducts.29.Sku	PlatformProducts.29.Url	PlatformProducts.29.Vendor	PlatformProducts.3.Brand	PlatformProducts.3.Category	PlatformProducts.3.CostPrice	PlatformProducts.3.CostPriceFrom	PlatformProducts.3.CostPriceInPoints	PlatformProducts.3.Description	PlatformProducts.3.Discount	PlatformProducts.3.Platform	PlatformProducts.3.Sku	PlatformProducts.3.Url	PlatformProducts.3.Vendor	PlatformProducts.4.Brand	PlatformProducts.4.Category	PlatformProducts.4.CostPrice	PlatformProducts.4.CostPriceFrom	PlatformProducts.4.CostPriceInPoints	PlatformProducts.4.Description	PlatformProducts.4.Discount	PlatformProducts.4.Platform	PlatformProducts.4.Sku	PlatformProducts.4.Url	PlatformProducts.4.Vendor	PlatformProducts.5.Brand	PlatformProducts.5.Category	PlatformProducts.5.CostPrice	PlatformProducts.5.CostPriceFrom	PlatformProducts.5.CostPriceInPoints	PlatformProducts.5.Description	PlatformProducts.5.Discount	PlatformProducts.5.Platform	PlatformProducts.5.Sku	PlatformProducts.5.Url	PlatformProducts.5.Vendor	PlatformProducts.6.Brand	PlatformProducts.6.Category	PlatformProducts.6.CostPrice	PlatformProducts.6.CostPriceFrom	PlatformProducts.6.CostPriceInPoints	PlatformProducts.6.Description	PlatformProducts.6.Discount	PlatformProducts.6.Platform	PlatformProducts.6.Sku	PlatformProducts.6.Url	PlatformProducts.6.Vendor	PlatformProducts.7.Brand	PlatformProducts.7.Category	PlatformProducts.7.CostPrice	PlatformProducts.7.CostPriceFrom	PlatformProducts.7.CostPriceInPoints	PlatformProducts.7.Description	PlatformProducts.7.Discount	PlatformProducts.7.Platform	PlatformProducts.7.Sku	PlatformProducts.7.Url	PlatformProducts.7.Vendor	PlatformProducts.8.Brand	PlatformProducts.8.Category	PlatformProducts.8.CostPrice	PlatformProducts.8.CostPriceFrom	PlatformProducts.8.CostPriceInPoints	PlatformProducts.8.Description	PlatformProducts.8.Discount	PlatformProducts.8.Platform	PlatformProducts.8.Sku	PlatformProducts.8.Url	PlatformProducts.8.Vendor	PlatformProducts.9.Brand	PlatformProducts.9.Category	PlatformProducts.9.CostPrice	PlatformProducts.9.CostPriceFrom	PlatformProducts.9.CostPriceInPoints	PlatformProducts.9.Description	PlatformProducts.9.Discount	PlatformProducts.9.Platform	PlatformProducts.9.Sku	PlatformProducts.9.Url	PlatformProducts.9.Vendor	Sku	Url	Vendor	_id
Mondial	161.9	209.88	8521	Fonte de Chocolate Mondial Choco Fest FN-01	0.25	excel-import			9.930	14.030					CB8900	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Chocolateira-e-Fondue/Chocolateira/Fonte-de-Chocolate-Mondial-Choco-Fest-FN-01/_/CB8900?categoryId=CB2964	Casas Bahia			9.930	14.030					CB8900	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Chocolateira-e-Fondue/Chocolateira/Fonte-de-Chocolate-Mondial-Choco-Fest-FN-01/_/CB8900?categoryId=CB2964	Casas Bahia																																																																																																																	10.400	10.400	10.400			Livelo																																																																																																																				10.400	10.400	10.400			Livelo																																																																						14031	https://www.santanderesfera.com.br/produto/fonte-de-chocolate-mondial-choco-fest-fn-01/707407	Ponto Frio	5b1c3e971d6cf3034f51656e
MOR	177.9	234.48	9363.15789473684	Barraca Mor Luna 3514 p/ 4 Pessoas	0.241299897645855	excel-import			17.740	26.773				Smiles	12607_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=12607_7&n=Barraca+Mor+Luna+3514+p%2F+4+Pessoas	Casas Bahia			17.740	26.773				Smiles	12607_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=12607_4&n=Barraca+Mor+Luna+3514+p%2F+4+Pessoas	Ponto Frio																																																																																																																	17.740	26.773				Smiles	12607_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=12607_3&n=Barraca+Mor+Luna+3514+p%2F+4+Pessoas	Extra																																																																																																																	11.850	15.280					PF12607	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Esporte-Lazer/Camping-Aventura/Barracas/Barraca-Mor-Luna-3514-p-4-Pessoas/_/PF12607?categoryId=PF436	Ponto Frio			11.850	15.280					PF12607	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Esporte-Lazer/Camping-Aventura/Barracas/Barraca-Mor-Luna-3514-p-4-Pessoas/_/PF12607?categoryId=PF436	Ponto Frio			13.800	13.800	13.800			Livelo																																																21741	https://www.santanderesfera.com.br/produto/barraca-mor-luna-3514-p-4-pessoas/1032084	Extra	5b1c3e971d6cf3034f51657e
Taiff	179.9	274.89	9468.42105263158	Chapinha | Prancha Taiff Tourmaline Íon 210°C - Preto	0.345556404379934	excel-import			11.020	15.820					CB266622	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Tourmaline-Ion-210°C---Preto/_/CB266622?categoryId=CB103	Casas Bahia			11.020	15.820					CB266622	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Tourmaline-Ion-210°C---Preto/_/CB266622?categoryId=CB103	Casas Bahia																																																																																																																	11.700	11.700	11.700			Livelo																																																																																																																				11.700	11.700	11.700			Livelo																																																																						431811	https://www.santanderesfera.com.br/produto/chapinha-prancha-taiff-tourmaline-on-210c-preto/726489	Casas Bahia	5b1c3e971d6cf3034f51658d
Wahl	189.9	264.9	9994.73684210526	Cortador de Cabelo Wahl Clipper Color Pro	0.283125707814269	excel-import			17.392	24.934				Smiles	413485_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=413485_3&n=Cortador+de+Cabelo+Wahl+Clipper+Color+Pro	Extra			17.392	24.934				Smiles	413485_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=413485_7&n=Cortador+de+Cabelo+Wahl+Clipper+Color+Pro	Casas Bahia																																																																																																																	17.392	24.934				Smiles	413485_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=413485_4&n=Cortador+de+Cabelo+Wahl+Clipper+Color+Pro	Ponto Frio																																																																																																																	11.630	13.980					PF413485	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Masculinos/Máquinas-de-Cortar-Cabelo/Cortador-de-Cabelo-Wahl-Clipper-Color-Pro/_/PF413485?categoryId=PF113	Ponto Frio			11.630	13.980					PF413485	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Masculinos/Máquinas-de-Cortar-Cabelo/Cortador-de-Cabelo-Wahl-Clipper-Color-Pro/_/PF413485?categoryId=PF113	Ponto Frio			12.400	12.400	12.400			Livelo																																																1949509	https://www.santanderesfera.com.br/produto/1081477	Extra	5b1c3e971d6cf3034f5165b3
Zorzal	210.68	263.35	11088.4210526316	VINHO TINTO ZORZAL EGGO FRANCO 2015	0.2	excel-import			5.060						GRU1738475	http://www.pontosmultiplus.com.br//troque/grandcru/produto/Vinho/Tinto/ZORZAL-TERROIR-UNICO-MALBEC-2015/_/GRU1738475?categoryId=GRU5	Grand Cru			3.500	3.500	3.500			Livelo						3.700	3.700	3.700			Livelo						2.000	2.000	2.000			Livelo						2.100	2.100	2.100			Livelo						4.800	4.800	4.800			Livelo						4.000	4.000	4.000			Livelo						3.800	3.800	3.800			Livelo						3.100	3.100	3.100			Livelo						3.000	3.000	3.000			Livelo						3.300	3.300	3.300			Livelo						3.300	3.300	3.300			Livelo						1.000	1.000	1.000			Livelo						2.100	2.100	2.100			Livelo						6.800	6.800	6.800			Livelo						3.500	3.500	3.500			Livelo						5.700	5.700	5.700			Livelo																																																																								2.000	2.000	2.000			Livelo						1.900	1.900	1.900			Livelo						2.600	2.600	2.600			Livelo						2.700	2.700	2.700			Livelo						3.100	3.100	3.100			Livelo						4.700	4.700	4.700			Livelo						2.900	2.900	2.900			Livelo				GRE23660	https://www.santanderesfera.com.br/produto/vinho-tinto-zorzal-eggo-franco-2015/1142038	Brasil CT	5b1c3e971d6cf3034f5165c1
HARMAN JBL	218.9	343.85	11521.0526315789	Fone de Ouvido On-Ear JBL T450BT com Conexão Bluetooth 11 Horas de reprodução e Controle de Música e Chamadas na Concha	0.36338519703359	excel-import			11.400	11.400	11.400			Livelo																																																																																																																																																																																																																																																																																																																																			11641397	https://www.santanderesfera.com.br/produto/1135431	Casas Bahia	5b1c3e971d6cf3034f5165cf
Taiff	218.9	301.78	11521.0526315789	Secador de Cabelos Taiff Tourmaline Íon Cerâmica Motor AC Profissional e 5 Temperaturas - Preto	0.274637152892836	excel-import			21.742	31.349				Smiles	252211_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=252211_4&n=Secador+de+Cabelos+Taiff+Tourmaline+%C3%8Don+Cer%C3%A2mica+Motor+AC+Profissional+e+5+Temperaturas+-+Preto	Ponto Frio			21.742	31.349				Smiles	252211_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=252211_3&n=Secador+de+Cabelos+Taiff+Tourmaline+%C3%8Don+Cer%C3%A2mica+Motor+AC+Profissional+e+5+Temperaturas+-+Preto	Extra																																																																																																																	21.742	31.349				Smiles	252211_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=252211_7&n=Secador+de+Cabelos+Taiff+Tourmaline+%C3%8Don+Cer%C3%A2mica+Motor+AC+Profissional+e+5+Temperaturas+-+Preto	Casas Bahia																																																																																																																	14.430	17.810					PF252211	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Tourmaline-Ion-Ceramica-Motor-AC-Profissional-e-5-Temperaturas---Preto/_/PF252211?categoryId=PF2338	Ponto Frio			14.430	17.810					PF252211	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Tourmaline-Ion-Ceramica-Motor-AC-Profissional-e-5-Temperaturas---Preto/_/PF252211?categoryId=PF2338	Ponto Frio			15.500	15.500	15.500			Livelo						14.300	14.300	14.300			Livelo																																					395760	https://www.santanderesfera.com.br/produto/725434	Extra	5b1c3e981d6cf3034f5165df
Philips	246	369	12947.3684210526	Barbeador Philips AquaTouch Uso Seco e Molhado - AT891/14	-0.333333333333333	excel-import			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			15.500	15.500	15.500			Livelo						15.500	15.500	15.500			Livelo						24.200	24.200	24.200			Livelo						15.700	15.700	15.700			Livelo						34.300	34.300	34.300			Livelo						44.400	44.400	44.400			Livelo						14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia																																																																																																																	14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia			14.430	21.980					CB249185	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Philips-Seco-e-Molhado-AquaTouch-Plus-AT89114/_/CB249185?categoryId=CB1619	Casas Bahia	WAAT89114	https://www.santanderesfera.com.br/produto/barbeador-philips-aquatouch-uso-seco-e-molhado-at891-14-cnz-pto-bivolt/1091694	Fast Shop	5b1c3e981d6cf3034f5165ec
Harman	227.9	307.97	11994.7368421053	Caixa de Som Portátil JBL Clip 2 Conexão Bluetooth à Prova D’água – 3W	0.259992856447057	excel-import			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio																																																																																																																	13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio																																																																																																																	13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio			13.820	17.170					PF8096938	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-de-Som-Portatil-JBL-Clip-2-Conexao-Bluetooth-a-Prova-D’agua-–-3W/_/PF8096938?categoryId=PF428	Ponto Frio																							11641382	https://www.santanderesfera.com.br/produto/1143093	Ponto Frio	5b1c3e981d6cf3034f516603
Mondial	228.9	239.9	12047.3684210526	Caixa Amplificada Mondial Multi Connect Thunder VII MCO-07 com Bluetooth, Entrada USB e Rádio FM - 80W	0.0458524385160484	excel-import			13.870	13.980					CB8556205	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Caixa-Amplificada-Mondial-Multi-Connect-Thunder-VII-MCO-07-com-Bluetooth-Entrada-USB-e-Radio-FM---80W/_/CB8556205?categoryId=	Casas Bahia			13.870	13.980					CB8556205	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Caixa-Amplificada-Mondial-Multi-Connect-Thunder-VII-MCO-07-com-Bluetooth-Entrada-USB-e-Radio-FM---80W/_/CB8556205?categoryId=	Casas Bahia																																																																																																																																																																																																																																																																																																																					12123868	https://www.santanderesfera.com.br/produto/1151479	Extra	5b1c3e981d6cf3034f516612
Arno	259	629	13631.5789473684	Cafeteira Arno Dolce Gusto Mini Me Vermelha para CafÃ© Espresso	-0.588235294117647	excel-import			17.220	29.440					CB1948889	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Dolce-Gusto/Cafeteira-Expresso-Arno-Dolce-Gusto-Mini-Me-Automatica---Vermelha/_/CB1948889?categoryId=CB2891	Casas Bahia			17.220	29.440					CB1948889	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Dolce-Gusto/Cafeteira-Expresso-Arno-Dolce-Gusto-Mini-Me-Automatica---Vermelha/_/CB1948889?categoryId=CB2891	Casas Bahia																																																																																																																	17.220	29.440					CB1948889	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Dolce-Gusto/Cafeteira-Expresso-Arno-Dolce-Gusto-Mini-Me-Automatica---Vermelha/_/CB1948889?categoryId=CB2891	Casas Bahia																																																																																																																	17.220	29.440					CB1948889	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Dolce-Gusto/Cafeteira-Expresso-Arno-Dolce-Gusto-Mini-Me-Automatica---Vermelha/_/CB1948889?categoryId=CB2891	Casas Bahia			26.400	26.400	26.400			Livelo																																																											ARDMM6VRM_PRD	https://www.santanderesfera.com.br/produto/cafeteira-arno-dolce-gusto-mini-me-vermelha-para-cafe-espresso/654312	Fast Shop	5b1c3e981d6cf3034f51661d
